	ViP	sViP	IFIH1	anti_MDA5ILD_PBMC_36309526	Anti_Muscle_IFN_31434690	IPF52_28942086	IPF11Yang_22761659	HP_34183448	
GSM4753132	-206.676259	-206.676259	-0.106765	-3.646735	-1.950391	0.947296	-5.966397	-31.327175
GSM4753133	-226.154335	-226.154335	-0.392570	-6.381548	-5.827940	0.059640	-3.197448	-30.532052
GSM4753134	-237.301099	-237.301099	-0.521940	-9.446604	-8.256337	1.393661	-5.440118	-32.352385
GSM4753135	-199.687580	-199.687580	-0.195183	-4.031832	-3.581799	-3.744786	-3.222839	-26.423489
GSM4753136	-230.913347	-230.913347	-0.458175	-8.029669	-7.911315	-0.419739	-0.054244	-29.933220
GSM4753137	-186.150487	-186.150487	-0.010193	-0.854684	-1.855279	0.056156	-3.756582	-26.793866
GSM4753138	-234.893527	-234.893527	-0.506892	-6.556489	-7.060274	1.042918	-3.586636	-30.794302
GSM4753139	-246.785350	-246.785350	-0.633145	-7.823822	-7.730327	0.853649	-4.538736	-32.220551
GSM4753140	-214.433250	-214.433250	-0.445173	-4.226206	-3.936559	0.916731	-3.454718	-29.948130
GSM4753141	-222.553633	-222.553633	-0.423325	-6.077283	-5.648648	-2.667959	-3.251092	-28.274165
GSM4753142	-256.256234	-256.256234	-0.647106	-6.807719	-8.230041	-3.402673	-4.424749	-33.564552
GSM4753143	-192.720173	-192.720173	-0.112592	0.294222	0.617377	-2.786698	-4.231002	-32.523333
GSM4753144	-199.419049	-199.419049	-0.159189	-3.688672	-4.317570	-2.817970	-2.246566	-25.843162
GSM4753145	-240.333816	-240.333816	-0.387981	-1.252687	-2.942003	-5.236454	-4.740417	-33.254802
GSM4753146	-283.943280	-283.943280	-0.909589	-11.830546	-11.702368	0.381122	-4.967703	-35.630642
